Alt Klasör,Kelime,Türkçe Anlamı,Tür,Seviye,Eş Anlamlılar,Örnek Cümle (İngilizce),Örnek Cümle (Türkçe)
B1 Temel Akademik İsimler,grade,"puanlamak, sınıf, rütbe",isim,B1,,I got a bad grade.,Kötü bir not aldım.
B2 İleri Akademik İsimler,gravity,"yer çekimi, ciddilik, ağırbaşlılık",isim,B2,,Gravity stresses the human body.,Yerçekimi insan vücuduna baskı yapıyor.
B2 İleri Akademik İsimler,greater,"daha büyük, büyük",isim,B2,,Nothing would give me greater pleasure.,Hiçbir şey bana daha büyük bir zevk vermezdi.
C1 Üst Düzey Akademik İsimler,greenhouse,"sera, kış bahçesi, camekan",isim,C1,,I grow orchids in my greenhouse.,Seramda orkide yetiştiririm.
B1 Temel Akademik İsimler,ground,"yer, zemin, toprak",isim,B1,,I sat on the ground.,Yere oturdum.
B1 Temel Akademik İsimler,group,"grup, gruplandırmak, toplanmak",isim,B1,,It's Tom's group.,"O, Tom'un grubu."
B1 Temel Akademik İsimler,growth,"büyüme, nema, geliştirme",isim,B1,,High taxes stifle economic growth.,Yüksek vergiler ekonomik büyümeyi engelliyor.
B1 Temel Akademik İsimler,guard,"korumak, nöbetçi, muhafız",isim,B1,,I'm on guard here.,Burada nöbet tutuyorum.
B1 Temel Akademik İsimler,guest,"davetli, konuk, misafir",isim,B1,,I'm Tom's guest.,Ben Tom'un misafiriyim.
B1 Temel Akademik İsimler,guests,"konuklar, misafirler, davetliler",isim,B1,,You'll be my guests.,Benim misafirlerim olacaksınız.
C1 Üst Düzey Akademik İsimler,guidelines,"öneriler, ana esaslar, yönlendirici ilkeler",isim,C1,,I'm following the guidelines.,Ben yönergeleri izliyorum.
B1 Temel Akademik İsimler,habit,"alışkanlık, huy, yaradılış",isim,B1,,It's a bad habit.,Kötü bir alışkanlık.
B1 Temel Akademik İsimler,habits,"adetler, alışkanlıklar",isim,B1,,Man is a slave to habits.,"İnsan, alışkanlıklarının kölesidir."
B1 Temel Akademik İsimler,handle,"idare etmek, işlemek, ele almak",isim,B1,,I can't handle it.,Ben bunun üstesinden gelemem.
B1 Temel Akademik İsimler,harbor,"barındırmak, liman, beslemek",isim,B1,,The island has a fine harbor.,Adanın güzel bir limanı var.
B2 İleri Akademik İsimler,hardship,"zorluk, güçlük, yokluk",isim,B2,,He had to go through a lot of hardships.,Bir sürü zorluklardan geçmesi gerekiyordu.
B2 İleri Akademik İsimler,hardships,"hayatın zorlukları, şehir hayatının zorlukları, karşılaşılan zorluk",isim,B2,,He had to go through a lot of hardships.,Bir sürü zorluklardan geçmesi gerekiyordu.
B1 Temel Akademik İsimler,harms,"sigara içmenin zararları, sigaranın zararları, sigara sağlığa zararlıdır",isim,B1,,Carbon dioxide sometimes harms people.,Karbon dioksit bazen insanlara zarar verir.
B2 İleri Akademik İsimler,harvest,"hasat, hasat zamanı, biçmek",isim,B2,,The rains ruined the harvest.,Yağmurlar ürünü harap etti.
B1 Temel Akademik İsimler,hazard,"risk, tehlike, tehlikeye atmak",isim,B1,,That's a safety hazard.,Bu bir güvenlik tehlikesi.
B2 İleri Akademik İsimler,headlamp,"far, ön far, pupa feneri",isim,B2,,The investigation highlighted the critical role of headlamp.,Soruşturma far kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,headlight,"far, sonuçlanmak, pupa feneri",isim,B2,,The headlight doesn't work.,Far çalışmıyor.
C1 Üst Düzey Akademik İsimler,headlights,farlar,isim,C1,,The headlights don't work.,Farlar çalışmıyor.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",healing,"şifa, şifalı, sağlığına kavuşma",isim,B2,,Tom's leg is healing.,Tom'un bacağı iyileşiyor.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",health,"sıhhat, sağlık, afiyet",isim,B1,,How's Tom's health?,Tom'un sağlığı nasıl?
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",healthcare,sağlık hizmeti,isim,C1,,Some healthcare workers spend more time doing paperwork than taking care of patients.,Bazı sağlık çalışanları hastalara bakmak yerine evrak işleri yaparak daha çok zaman geçirmektedirler.
B1 Temel Akademik İsimler,heat,"ısıtmak, sıcaklık, hararet",isim,B1,,I turned on the heat.,Isıyı açtım.
B2 İleri Akademik İsimler,heating,"ısınma, ısıtma, kızdırma",isim,B2,,I'm heating the room.,Odayı ısıtıyorum.
B1 Temel Akademik İsimler,heel,"topuk, topuk pası vermek, topuğunu yere vurarak dansetmek",isim,B1,,She's wearing high heels.,O yüksek topuklu giyiyor.
B1 Temel Akademik İsimler,height,"yükseklik, boy, yükselti",isim,B1,,"Line up by height, please.",Boy sırasına geçin lütfen.
B2 İleri Akademik İsimler,heritage,"miras, kalıtım, tereke",isim,B2,,You always tell me I should be proud of my heritage.,Bana her zaman mirasımla gurur duymam gerektiğini söylüyorsun.
B1 Temel Akademik İsimler,hiding,"dayak, saklama, sopa",isim,B1,,I'm hiding from Tom.,Tom'dan saklanıyorum.
B1 Temel Akademik İsimler,higher,"ileri, daha yüksek, daha yukarı",isim,B1,,I wish I had a higher salary.,Keşke daha yüksek bir maaşım olsaydı.
B1 Temel Akademik İsimler,hiking,"doğa yürüyüşü, günübirlik doğa yürüyüşü, fiyatları yükseltme",isim,B1,,I don't like hiking.,Yürüyüş sevmiyorum.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",hill,"tepe, toprak yığmak, tepelemek",isim,B1,,I ran up the hill.,Tepeye koştum.
B1 Temel Akademik İsimler,hinder,"engellemek, engel olmak, aksatmak",isim,B1,,He hindered me in my work.,"O, işimde beni engelledi."
B1 Temel Akademik İsimler,hint,"çıtlatmak, ima etmek, ima",isim,B1,,He gave me a hint.,O bana bir ipucu verdi.
B1 Temel Akademik İsimler,his,"eril onunki, onun, onunki",isim,B1,,He's on his way.,O yolda.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",history,"geçmiş, tarih, kayıtlar",isim,B2,,I am good at history.,Ben tarihte iyiyim.
B1 Temel Akademik İsimler,hit,"çarpmak, vurmak, isabet etmek",isim,B1,,I won't hit you.,Sana vurmayacağım.
B1 Temel Akademik İsimler,hole,"çukur, delik, kapanmak",isim,B1,,I fell into a hole.,Bir çukura düştüm.
B1 Temel Akademik İsimler,homes,"moruk, ahbap, evler",isim,B1,,People are losing their homes.,İnsanlar evlerini kaybediyor.
B1 Temel Akademik İsimler,hope,"ummak, umut etmek, ümit etmek",isim,B1,,I hope it's OK.,Umarım tamamdır.
B1 Temel Akademik İsimler,horror,"korku, istikrah, yılgı",isim,B1,,Do you like horror movies?,Korku filmlerini sever misin?
B1 Temel Akademik İsimler,host,"ağırlamak, ev sahibi, sunuculuk yapmak",isim,B1,,Who will host the party?,Partiye kim ev sahipliği yapacak?
B1 Temel Akademik İsimler,hour,"saat, vakit, zaman",isim,B1,,I'm an hour late.,Bir saat geciktim.
B1 Temel Akademik İsimler,hours,"saatler, saat, saatte bir doğrula",isim,B1,,Give me a few hours.,Bana birkaç saat ver.
B1 Temel Akademik İsimler,human,"insan, insani, insanlık",isim,B1,,I'm a human being.,Ben bir insanım.
B1 Temel Akademik İsimler,humor,"mizah, ayak uydurmak, suyuna gitmek",isim,B1,,We'd better humor Tom.,Tom'u neşelendirsek iyi olur.
B2 İleri Akademik İsimler,hydration,"hidratlama, hidrasyon, hidratasyon",isim,B2,,The investigation highlighted the critical role of hydration.,Soruşturma hidratlama kavramının kritik rolünü vurguladı.
C1 Üst Düzey Akademik İsimler,hypothesis,"hipotez, varsayım, kaziye",isim,C1,,It was only a hypothesis.,O sadece bir hipotezdi.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",identification,"kimlik saptama, aynileştirme, özdeşleştirme",isim,C1,,Can I see some identification?,Bir kimliğinizi görebilir miyim?
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",illness,"hastalık, maraz, illet",isim,B2,,It's a serious illness.,Bu ciddi bir hastalık.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",immunity,"bağışıklık, ayrıcalık, masuniyet",isim,B2,,The investigation highlighted the critical role of immunity.,Soruşturma bağışıklık kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,imp,"bir kuşun uçuş gücünü artırmak için kanat veya kuyruğuna tüy eklemek, kuvvetlendirmek, parça takarak bir tüyü onarmak",isim,B1,,The investigation highlighted the critical role of imp.,Soruşturma bir kuşun uçuş gücünü artırmak için kanat veya kuyruğuna tüy eklemek kavramının kritik rolünü vurguladı.
B1 Temel Akademik İsimler,impact,"darbe, etki, çarpma",isim,B1,,The storm had a bad impact on the crops.,Fırtınanın ürünlerin üzerinde kötü bir etkisi vardı.
B2 İleri Akademik İsimler,impacts,"olumsuz etkiler, havacılığın çevresel etkileri, mali olmayan nicel etkiler",isim,B2,,The investigation highlighted the critical role of impacts.,Soruşturma olumsuz etkiler kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,implement,"uygulamak, hayata geçirmek, yürütmek",isim,B2,"apply, conduct, execute, carry out",These implements are in common use.,Bu araçlar ortak kullanımdadır.
C1 Üst Düzey Akademik İsimler,implementation,"uygulama, yürürlüğe koyma, uyarlama",isim,C1,,The investigation highlighted the critical role of implementation.,Soruşturma uygulama kavramının kritik rolünü vurguladı.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",importance,"önem, saygınlık, etki",isim,C1,,It's of no importance.,Bu önemli değil.
C1 Üst Düzey Akademik İsimler,impression,"izlenim, etki, baskı",isim,C1,,He makes a bad impression.,Kötü bir izlenim bırakıyor.
B2 İleri Akademik İsimler,improper,"uygun olmayan, yersiz, çirkin",isim,B2,,The investigation highlighted the critical role of improper.,Soruşturma uygun olmayan kavramının kritik rolünü vurguladı.
C1 Üst Düzey Akademik İsimler,improvement,"gelişim, ilerleme, iyileşme",isim,C1,,That would be an improvement.,Bu bir gelişme olur.
B2 İleri Akademik İsimler,improving,"düzeltme, iyileştirme, geliştirme",isim,B2,,He is improving in health.,"O, sağlıkta gelişmektedir."
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",incident,"hadise, olay, yük",isim,B2,,It was a small incident.,O küçük bir kazaydı.
B2 İleri Akademik İsimler,inclusion,"derç, içine alma, katılma",isim,B2,,The investigation highlighted the critical role of inclusion.,Soruşturma derç kavramının kritik rolünü vurguladı.
C1 Üst Düzey Akademik İsimler,independence,"özgürlük, bağımsızlık, serbestlik",isim,C1,,The nation recently declared its independence.,Ulus son zamanlarda bağımsızlığını ilan etti.
C1 Üst Düzey Akademik İsimler,indication,"belirti, anlatma, ölçüm",isim,C1,,I see no indication of that ever happening.,Onun olup bittiğine dair bir işaret görmüyorum.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",inequality,"eşitsizlik, sapma, değişebilirlik",isim,C1,,No inequality should be allowed to exist between men and women.,Kadınlar ve erkekler arasında hiçbir eşitsizliğin var olmasına izin verilmemesi gerekir.
B1 Temel Akademik İsimler,infant,"bebek, çocuk, küçük çocuk",isim,B1,,The young woman was carrying an infant in her arms.,Genç kadın kollarında bir bebek taşıyordu.
B2 İleri Akademik İsimler,infants,"sübyan mektebi, sıbyan mektebi, çocuk kıyafeti",isim,B2,,We need more medical care for infants.,Bizim bebekler için daha fazla tıbbi bakıma ihtiyacımız var.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",infection,"enfeksiyon, bulaşma, iltihap",isim,B2,,I have an ear infection.,Bir kulak enfeksiyonum var.
B2 İleri Akademik İsimler,influence,"tesir etmek, etkilemek, etki altına almak",isim,B2,,He's a bad influence.,Onun kötü bir etkisi var.
C1 Üst Düzey Akademik İsimler,information,"bilgi, ilmi vukuf, iddia",isim,C1,"knowledge, data, intel",I'd like some information.,Biraz bilgi istiyorum.
C1 Üst Düzey Akademik İsimler,ingredient,"cüz, bir şeyin terkibine giren madde, bileşim maddesi",isim,C1,,What's the secret ingredient?,Gizli madde nedir?
C1 Üst Düzey Akademik İsimler,inheritance,"veraset, miras, kalıt",isim,C1,,I've already spent my inheritance.,Mirasımı çoktan harcadım.
B2 İleri Akademik İsimler,injection,"püskürtme, enjekte, zerk",isim,B2,,The court condemned the man to death by lethal injection.,Mahkeme adamı öldürücü iğneyle ölüme mahkûm etti.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",injury,"zarar, halel, incinme",isim,B1,,Tom's injury isn't serious.,Tom'un sakatlığı ciddi değil.
B2 İleri Akademik İsimler,innocence,"masumluk, masum olma, günahsızlık",isim,B2,,She insisted on her innocence.,"O, masumiyeti konusunda ısrar etti."
B2 İleri Akademik İsimler,innovator,"yenilikçi, yenilik yapan kimse, mucit",isim,B2,,The investigation highlighted the critical role of innovator.,Soruşturma yenilikçi kavramının kritik rolünü vurguladı.
C1 Üst Düzey Akademik İsimler,innovators,yenilikçiler,isim,C1,,The investigation highlighted the critical role of innovators.,Soruşturma yenilikçiler kavramının kritik rolünü vurguladı.
C1 Üst Düzey Akademik İsimler,inoculation,"aşılama, aşı, aşılanma",isim,C1,,The investigation highlighted the critical role of inoculation.,Soruşturma aşılama kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,insider,"içeriden biri, içerideki, iç yüzünü bilen kimse",isim,B2,,The investigation highlighted the critical role of insider.,Soruşturma içeriden biri kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,insight,"içyüzünü anlama, anlayış, içgörü",isim,B2,knowledge,Thank you for your insight.,Anlayışınız için teşekkürler.
B2 İleri Akademik İsimler,instinct,"içgüdü, iç güdü, yetenek",isim,B2,,She's acting on instinct.,"O, içgüdüyle hareket ediyor."
C1 Üst Düzey Akademik İsimler,instructor,"eğitmen, eğitici, asistan",isim,C1,,Is your brother a ski instructor?,Erkek kardeşin kayak eğitmeni mi?
C1 Üst Düzey Akademik İsimler,instrument,"enstrüman, alet, belgit",isim,C1,,Do you play an instrument?,Bir enstrüman çalıyor musun?
C1 Üst Düzey Akademik İsimler,instruments,"edevat, araç gereç, araçlar",isim,C1,,Do you play any instruments?,Herhangi bir müzik aleti çalıyor musun?
C1 Üst Düzey Akademik İsimler,intelligence,"istihbarat, zeka, akıl",isim,C1,,Don't insult my intelligence.,Benim zekama hakaret etmeyin.
B2 İleri Akademik İsimler,intensity,"yoğunluk, koyuluk, gerilim",isim,B2,,He was overwhelmed by the intensity of her love.,"O, onun sevgisinin yoğunluğuyla bunalmıştı."
C1 Üst Düzey Akademik İsimler,interactions,"ayrık etkileşimler, elektron-fonon etkileşimleri, geçişim etkileşimleri",isim,C1,,The investigation highlighted the critical role of interactions.,Soruşturma ayrık etkileşimler kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,interest,"ilgilendirmek, çıkar, faiz",isim,B2,,They don't interest me.,Onlar beni ilgilendirmiyor.
C1 Üst Düzey Akademik İsimler,interference,"karışma, müdahale, girişim",isim,C1,,The investigation highlighted the critical role of interference.,Soruşturma karışma kavramının kritik rolünü vurguladı.
B2 İleri Akademik İsimler,internet,"internet, ağlararası ağ, edalyan",isim,B2,,How do I access the Internet?,İnternete nasıl erişirim?
C1 Üst Düzey Akademik İsimler,interruption,"sekte, kesinti, kesilme",isim,C1,,We're sorry for the interruption.,Böldüğümüz için üzgünüz.
C1 Üst Düzey Akademik İsimler,interruptions,"kısa kesintiler ve gerilim değişmeleri ile ilgili bağışıklık deneyleri, kısa kesintiler, makine denetim kesilmeleri",isim,C1,,He doesn't allow interruptions.,"O, kesintilere izin vermez."
C1 Üst Düzey Akademik İsimler,intervention,"araya girme, müdahale, aracılık",isim,C1,,The investigation highlighted the critical role of intervention.,Soruşturma araya girme kavramının kritik rolünü vurguladı.
C1 Üst Düzey Akademik İsimler,introduction,"giriş, tanıtım, tavsiye mektubu",isim,C1,,Thank you for the introduction.,Tanıtım için teşekkür ederim.
B2 İleri Akademik İsimler,invention,"buluş, icat, düzen",isim,B2,,Paper is a Chinese invention.,Kağıt bir Çin icadıdır.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",investigation,"soruşturma, araştırma, teftiş",isim,C1,,Am I under investigation now?,Şimdi soruşturma altında mıyım?
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",investigations,"soruşturmalar, tahkikat, taharriyat",isim,C1,,The investigation highlighted the critical role of investigations.,Soruşturma soruşturmalar kavramının kritik rolünü vurguladı.
"Alan Odaklı İsimler (Sağlık, Fen & Sosyal)",investigator,"müfettiş, dedektif, araştırmacı",isim,C1,researcher,I'm a private investigator.,Ben özel bir müfettişim.
B1 Temel Akademik İsimler,iq,"zeka düzeyi, zeka katsayısı, ıq",isim,B1,,I don't know my IQ.,Ben zeka düzeyimi bilmiyorum.
B1 Temel Akademik İsimler,iron,"ütülemek, demir, ütü",isim,B1,,Is it made of iron?,Bu demirden mi yapıldı?
